title,pmid,abstract
Novel mechanism of glycopeptide resistance in the A40926 producer Nonomuraea sp. ATCC 39727.,20308385,"In glycopeptide-resistant enterococci and staphylococci, high-level resistance is achieved by replacing the C-terminal d-alanyl-d-alanine of lipid II with d-alanyl-d-lactate, thus reducing glycopeptide affinity for cell wall targets. Reorganization of the cell wall in these organisms is directed by the vanHAX gene cluster. Similar self-resistance mechanisms have been reported for glycopeptide-producing actinomycetes. We investigated glycopeptide resistance in Nonomuraea sp. ATCC 39727, the producer of the glycopeptide A40926, which is the precursor of the semisynthetic antibiotic dalbavancin, which is currently in phase III clinical trials. The MIC of Nonomuraea sp. ATCC 39727 toward A40926 during vegetative growth was 4 microg/ml, but this increased to ca. 20 microg/ml during A40926 production. vanHAX gene clusters were not detected in Nonomuraea sp. ATCC 39727 by Southern hybridization or by PCR with degenerate primers. However, the dbv gene cluster for A40926 production contains a gene, vanY (ORF7), potentially encoding an enzyme capable of removing the terminal d-Ala residue of pentapeptide peptidoglycan precursors. Analysis of UDP-linked peptidoglycan precursors in Nonomuraea sp. ATCC 39727 revealed the predominant presence of the tetrapeptide UDP-MurNAc-l-Ala-d-Glu-meso-Dap-d-Ala and only traces of the pentapeptide UDP-MurNAc-l-Ala-d-Glu-meso-Dap-d-Ala-d-Ala. This suggested a novel mechanism of glycopeptide resistance in Nonomuraea sp. ATCC 39727 that was based on the d,d-carboxypeptidase activity of vanY. Consistent with this, a vanY-null mutant of Nonomuraea sp. ATCC 39727 demonstrated a reduced level of glycopeptide resistance, without affecting A40926 productivity. Heterologous expression of vanY in a sensitive Streptomyces species, Streptomyces venezuelae, resulted in higher levels of glycopeptide resistance."
Functional and kinetic analysis of the phosphotransferase CapP conferring selective self-resistance to capuramycin antibiotics.,20202936,"Capuramycin-related compounds, including A-500359s and A-503083s, are nucleoside antibiotics that inhibit the enzyme bacterial translocase I involved in peptidoglycan cell wall biosynthesis. Within the biosynthetic gene cluster for the A-500359s exists a gene encoding a putative aminoglycoside 3-phosphotransferase that was previously demonstrated to be highly expressed during the production of A-500359s and confers selective resistance to capuramycins when expressed in heterologous hosts. A similar gene (capP) was identified within the biosynthetic gene cluster for the A-503083s, and CapP is now shown to similarly confer selective resistance to capuramycins. Recombinant CapP was produced and purified from Escherichia coli, and the function of CapP is established as an ATP-dependent capuramycin phosphotransferase that regio-specifically transfers the gamma-phosphate to the 3''-hydroxyl of the unsaturated hexuronic acid moiety of A-503083 B. Kinetic analysis with the three major A-503083 congeners suggests that CapP preferentially phosphorylates A-503083s containing an aminocaprolactam moiety attached to the hexuronic acid, and bi-substrate kinetic analysis was consistent with CapP employing a sequential kinetic mechanism similar to most known aminoglycoside 3-phosphotransferases. The purified CapP product lost its antibiotic activity against Mycobacterium smegmatis, and this loss in bioactivity is primarily due to a 272-fold increase in the IC(50) in the bacterial translocase I-catalyzed reaction. The results establish CapP-mediated phosphorylation as a mechanism of resistance to capuramycins and now set the stage to explore this strategy of resistance as a potential mechanism inherent to pathogens and provide the impetus for preparing second generation analogues as a preemptive strike to such resistance strategies."
Isolation and purification of a new kalimantacin/batumin-related polyketide antibiotic and elucidation of its biosynthesis gene cluster.,20189105,"Kal/bat, a polyketide, isolated to high purity (>95%) is characterized by strong and selective antibacterial activity against Staphylococcus species (minimum inhibitory concentration, 0.05 microg/mL), and no resistance was observed in strains already resistant to commonly used antibiotics. The kal/bat biosynthesis gene cluster was determined to a 62 kb genomic region of Pseudomonas fluorescens BCCM_ID9359. The kal/bat gene cluster consists of 16 open reading frames (ORF), encoding a hybrid PKS-NRPS system, extended with trans-acting tailoring functions. A full model for kal/bat biosynthesis is postulated and experimentally tested by gene inactivation, structural confirmation (using NMR spectroscopy), and complementation. The structural and microbiological study of biosynthetic kal/bat analogs revealed the importance of the carbamoyl group and 17-keto group for antibacterial activity. The mechanism of self-resistance lies within the production of an inactive intermediate, which is activated in a one-step enzymatic oxidation upon export. The genetic basis and biochemical elucidation of the biosynthesis pathway of this antibiotic will facilitate rational engineering for the design of novel structures with improved activities. This makes it a promising new therapeutic option to cope with multidrug-resistant clinical infections."
Daunorubicin efflux in Streptomyces peucetius modulates biosynthesis by feedback regulation.,20158521,"Streptomyces peucetius self-resistance genes drrA and drrB encode membrane-associated proteins that function like an ABC transporter for the efflux of daunorubicin and to maintain a constant subinhibitory physiological concentration of the drug within the cell. In this study, the drrA and drrB operons were disrupted for investigating drug production, self-resistance and regulation. The drrA-drrB null mutant was highly sensitive to daunorubicin. A 10-fold decrease in drug production was observed in the null mutant compared with the wild-type strain. We propose that the absence of a drug-specific efflux pump increases the intracellular concentration of daunorubicin, which is sensed by the organism to turn down drug production. Quantitative real-time PCR analysis of the mutant showed a drastic reduction in the expression of the key regulator dnrI and polyketide synthase gene dpsA. However, the expression of regulatory genes dnrO and dnrN was increased. Feedback regulation based on the intracellular daunorubicin concentration is discussed."
Molecular cloning and heterologous expression of a biosynthetic gene cluster for the antitubercular agent D-cycloserine produced by Streptomyces lavendulae.,20086163,"In the present study, we successfully cloned a 21-kb DNA fragment containing a d-cycloserine (DCS) biosynthetic gene cluster from a DCS-producing Streptomyces lavendulae strain, ATCC 11924. The putative gene cluster consists of 10 open reading frames (ORFs), designated dcsA to dcsJ. This cluster includes two ORFs encoding D-alanyl-D-alanine ligase (dcsI) and a putative membrane protein (dcsJ) as the self-resistance determinants of the producer organism, indicated by our previous work. When the 10 ORFs were introduced into DCS-nonproducing Streptomyces lividans 66 as a heterologous host cell, the transformant acquired DCS productivity. This reveals that the introduced genes are responsible for the biosynthesis of DCS. As anticipated, the disruption of dcsG, seen in the DCS biosynthetic gene cluster, made it possible for the strain ATCC 11924 to lose its DCS production. We here propose the DCS biosynthetic pathway. First, L-serine is O acetylated by a dcsE-encoded enzyme homologous to homoserine O-acetyltransferase. Second, O-acetyl-L-serine accepts hydroxyurea via an O-acetylserine sulfhydrylase homolog (dcsD product) and forms O-ureido-L-serine. The hydroxyurea must be supplied by the catalysis of a dcsB-encoded arginase homolog using the L-arginine derivative, N(G)-hydroxy-L-arginine. The resulting O-ureido-L-serine is then racemized to O-ureido-D-serine by a homolog of diaminopimelate epimerase. Finally, O-ureido-D-serine is cyclized to form DCS with the release of ammonia and carbon dioxide. The cyclization must be done by the dcsG or dcsH product, which belongs to the ATP-grasp fold family of protein."
"Disruption of cagA, the apoprotein gene of chromoprotein antibiotic C-1027, eliminates holo-antibiotic production, but not the cytotoxic chromophore.",19845765,"C-1027 is a chromoprotein of the nine-membered enediyne antitumour antibiotic family, comprising apoprotein to stabilize and transport the enediyne chromophore. The disruption of apoprotein gene cagA within the C-1027 biosynthetic gene cluster abolished C-1027 holo-antibiotic production detected by an antibacterial assay, as well as the expression of the apoprotein and C-1027 chromophore extracted following protein precipitation of the culture supernatant. Complementation of the cagA-disrupted mutant AKO with the intact cagA gene restored C-1027 production, suggesting that cagA is indispensable for holo-antibiotic production. Overexpression of cagA in the wild-type strain resulted in a significant increase in C-1027 production as expected. Surprisingly, electrospray ionization (ESI)-MS and ESI-MS/MS analyses suggested that the AKO mutant still produced the C-1027 enediyne chromophore [m/z=844 (M+H)(+)] and its aromatized product [m/z=846 (M+H)(+)]. Consistent with this, the results from gene expression analysis using real-time reverse transcriptase-PCR showed that transcripts of the positive regulator sgcR3 and the structural genes sgcA1, sgcC4, sgcD6 and sgcE were readily detected in the AKO mutant as well as in the wild-type and the complementation strain. These results provided, for the first time, evidence suggesting that the apoprotein of C-1027 is not essential in the self-resistance mechanism for the enediyne chromophore."
Identification of the biosynthetic gene cluster of A-500359s in Streptomyces griseus SANK60196.,19478828,"A-500359s, produced by Streptomyces griseus SANK60196, are inhibitors of bacterial phospho-N-acetylmuramyl-pentapeptide translocase. They are composed of three distinct moieties: a 5'-carbamoyl uridine, an unsaturated hexuronic acid and an aminocaprolactam. Two contiguous cosmids covering a 65-kb region of DNA and encoding 38 open reading frames (ORFs) putatively involved in the biosynthesis of A-500359s were identified. Reverse transcriptase PCR showed that most of the 38 ORFs are highly expressed during A-500359s production, but mutants that do not produce A-500359s did not express these same ORFs. Furthermore, orf21, encoding a putative aminoglycoside 3'-phosphotransferase, was heterologously expressed in Escherichia coli and Streptomyces albus, yielding strains having selective resistance against A-500359B, suggesting that ORF21 phosphorylates the unsaturated hexuronic acid as a mechanism of self-resistance to A-500359s. In total, the data suggest that the cloned region is involved in the resistance, regulation and biosynthesis of A-500359s."
Chapter 7. Cloning and analysis of natural product pathways.,19374983,"The identification of gene clusters of natural products has lead to an enormous wealth of information about their biosynthesis and its regulation, and about self-resistance mechanisms. Well-established routine techniques are now available for the cloning and sequencing of gene clusters. The subsequent functional analysis of the complex biosynthetic machinery requires efficient genetic tools for manipulation. Until recently, techniques for the introduction of defined changes into Streptomyces chromosomes were very time-consuming. In particular, manipulation of large DNA fragments has been challenging due to the absence of suitable restriction sites for restriction- and ligation-based techniques. The homologous recombination approach called recombineering (referred to as Red/ET-mediated recombination in this chapter) has greatly facilitated targeted genetic modifications of complex biosynthetic pathways from actinomycetes by eliminating many of the time-consuming and labor-intensive steps. This chapter describes techniques for the cloning and identification of biosynthetic gene clusters, for the generation of gene replacements within such clusters, for the construction of integrative library clones and their expression in heterologous hosts, and for the assembly of entire biosynthetic gene clusters from the inserts of individual library clones. A systematic approach toward insertional mutation of a complete Streptomyces genome is shown by the use of an in vitro transposon mutagenesis procedure."
"Analysis of RegA, a pathway-specific regulator of the friulimicin biosynthesis in Actinoplanes friuliensis.",19159651,"The rare actinomycete Actinoplanes friuliensis is the producer of the lipopeptide antibiotic friulimicin, which is active against a broad range of Gram-positive bacteria such as methicillin-resistant Enterococcus spec. and Staphylococcus aureus (MRE, MRSA) strains. Friulimicin consists of a decapeptide core and an acyl residue linked to an exocyclic amino acid. The complete biosynthetic gene cluster consisting of 24 open reading frames was characterized by sequence analysis and the transcription units were subsequently determined by RT-PCR experiments. In addition to several genes for biosynthesis, self-resistance and transport four different regulatory genes (regA, regB, regC and regD) were identified within the cluster. To analyse the role of the pathway-specific regulatory protein RegA in the friulimicin biosynthesis, the corresponding gene was inactivated resulting in friulimicin non-producing mutants. Furthermore, several protein-binding sites within the friulimicin gene cluster were identified by gel retardation assays. By real-time RT-PCR experiments, it was shown that the majority of the friulimicin biosynthetic genes is positively regulated by RegA."
An O-phosphotransferase catalyzes phosphorylation of hygromycin A in the antibiotic-producing organism Streptomyces hygroscopicus.,18644964,"The antibiotic hygromycin A (HA) binds to the 50S ribosomal subunit and inhibits protein synthesis in gram-positive and gram-negative bacteria. The HA biosynthetic gene cluster in Streptomyces hygroscopicus NRRL 2388 contains 29 open reading frames, which have been assigned putative roles in biosynthesis, pathway regulation, and self-resistance. The hyg21 gene encodes an O-phosphotransferase with a proposed role in self-resistance. We observed that insertional inactivation of hyg21 in S. hygroscopicus leads to a greater than 90% decrease in HA production. The wild type and the hyg21 mutant were comparably resistant to HA. Using Escherichia coli as a heterologous host, we expressed and purified Hyg21. Kinetic analyses revealed that the recombinant protein catalyzes phosphorylation of HA (K(m) = 30 +/- 4 microM) at the C-2''' position of the fucofuranose ring in the presence of ATP (K(m) = 200 +/- 20 microM) or GTP (K(m) = 350 +/- 60 microM) with a k(cat) of 2.2 +/- 0.1 min(-1). The phosphorylated HA is inactive against HA-sensitive Delta tolC E. coli and Streptomyces lividans. Hyg21 also phosphorylates methoxyhygromycin A and desmethylenehygromycin A with k(cat) and K(m) values similar to those observed with HA. Phosphorylation of the naturally occurring isomers of 5'''-dihydrohygromycin A and 5'''-dihydromethoxyhygromycin A was about 12 times slower than for the corresponding non-natural isomers. These studies demonstrate that Hyg21 is an O-phosphotransferase with broad substrate specificity, tolerating changes in the aminocyclitol moiety more than in the fucofuranose moiety, and that phosphorylation by Hyg21 is one of several possible mechanisms of self-resistance in S. hygroscopicus NRRL 2388."
Involvement of a chromomycin ABC transporter system in secretion of a deacetylated precursor during chromomycin biosynthesis.,17768249,"Chromomycin A(3) is an antitumour antibiotic that acts by inhibiting transcription and replication of DNA. The producer micro-organism Streptomyces griseus subsp. griseus is highly resistant to chromomycin A(3) and to the structurally related compound mithramycin upon induction with chromomycin A(3). The biosynthetic gene cluster of chromomycin contains three genes involved in self-resistance to chromomycin in S. griseus: cmrA and cmrB encode a type I ATP-binding cassette (ABC) transporter, and cmrX encodes a UvrA-like protein of ABC excision nuclease systems. These genes are linked in the chromosome, together with a gene encoding a transcriptional repressor (cmmRII). Involvement of these genes in chromomycin resistance was determined through gene inactivation, and heterologous expression in Streptomyces albus. Inactivation of cmrX produced a chromomycin-sensitive low-producer strain, while inactivation of cmmRII generated a high-chromomycin-producer strain, which was resistant to chromomycin, and also to mithramycin. Expression of either cmrA and cmrB, or cmrX, in S. albus generated strains with low chromomycin resistance; it was therefore necessary to co-express the three genes to achieve high levels of resistance. However, the CmrAB ABC transporter conferred a high level of resistance to the biosynthesis intermediate 4A,4E-O-dideacetyl-chromomycin A(3). A model is proposed for the biosynthesis of, and self-resistance to, chromomycin A(3) in S. griseus subsp. griseus."
How do antibiotic-producing bacteria ensure their self-resistance before antibiotic biosynthesis incapacitates them?,17238916,"Acquired antibiotic resistance among dangerous bacterial pathogens is an increasing medical problem. While in Mycobacterium tuberculosis this occurs by mutation in the genes encoding the targets for antibiotic action, other pathogens have generally gained their resistance genes by horizontal gene transfer from non-pathogenic bacteria. The ultimate source of many of these genes is almost certainly the actinomycetes that make the antibiotics and therefore need self-protective mechanisms to avoid suicide. How do they ensure that they are resistant at the time when intracellular antibiotic concentrations reach potentially lethal levels? In this issue of Molecular Microbiology, Tahlan et al. describe a solution to this problem in which an antibiotically inactive precursor of a Streptomyces coelicolor antibiotic induces resistance -- in this example by means of a trans-membrane export pump -- so that the organism is already primed for resistance at the time when it is needed. The authors generalize their interpretation to other cases where antibiotic resistance depends on export, but it will be interesting to find out whether it could in fact apply more widely, to include the other major mechanisms of resistance: target modification and the synthesis of antibiotics via a series of chemically modified intermediates, with removal of the protective group at the time of secretion into the outside medium."
Sequencing and analysis of the biosynthetic gene cluster of the lipopeptide antibiotic Friulimicin in Actinoplanes friuliensis.,17220414,"Actinoplanes friuliensis produces the lipopeptide antibiotic friulimicin, which is a cyclic peptide with one exocyclic amino acid linked to a branched-chain fatty acid acyl residue. The structural relationship to daptomycin and the excellent antibacterial performance of friulimicin make the antibiotic an attractive drug candidate. The complete friulimicin biosynthetic gene cluster of 24 open reading frames from A. friuliensis was sequenced and analyzed. In addition to genes for regulation, self-resistance, and transport, the cluster contains genes encoding peptide synthetases, proteins involved in the synthesis and linkage of the fatty acid component of the antibiotic, and proteins involved in the synthesis of the nonproteinogenic amino acids pipecolinic acid, methylaspartic acid, and 2,3-diaminobutyric acid. By using heterologous gene expression in Escherichia coli, we provide biochemical evidence for the stereoselective synthesis of L-pipecolinic acid by the deduced protein of the lysine cyclodeaminase gene pip. Furthermore, we show the involvement of the dabA and dabB genes in the biosynthesis of 2,3-diaminobutyric acid by gene inactivation and subsequent feeding experiments."
Resistance to glycopeptide antibiotics in the teicoplanin producer is mediated by van gene homologue expression directing the synthesis of a modified cell wall peptidoglycan.,17220405,"Glycopeptide resistance has been studied in detail in enterococci and staphylococci. In these microorganisms, high-level resistance is achieved by replacing the C-terminal D-alanyl-D-alanine of the nascent peptidoglycan with D-alanyl-D-lactate or D-alanyl-D-serine, thus reducing the affinities of glycopeptides for cell wall targets. Reorganization of the cell wall is directed by the expression of the van gene clusters. The identification of van gene homologs in the genomes of several glycopeptide-producing actinomycetes suggests the involvement of a similar self-resistance mechanism to avoid suicide. This report describes a comprehensive study of self-resistance in Actinoplanes teichomyceticus ATCC 31121, the producer of the clinically relevant glycopeptide teicoplanin. A. teichomyceticus ATCC 31121 showed a MIC of teicoplanin of 25 microg/ml and a MIC of vancomycin of 90 microg/ml during vegetative growth. The vanH, vanA, and vanX genes of A. teichomyceticus were found to be organized in an operon whose transcription was constitutive. Analysis of the UDP-linked peptidoglycan precursors revealed the presence of UDP-glycomuramyl pentadepsipeptide terminating in D-alanyl-D-lactate. No trace of precursors ending in d-alanyl-d-alanine was detected. Thus, the van gene complex was transcribed and expressed in the genetic background of A. teichomyceticus and conferred resistance to vancomycin and teicoplanin through the modification of cell wall biosynthesis. During teicoplanin production (maximum productivity, 70 to 80 microg/ml), the MIC of teicoplanin remained in the range of 25 to 35 microg/ml. Teicoplanin-producing cells were found to be tolerant to high concentrations of exogenously added glycopeptides, which were not bactericidal even at 5,000 microg/ml."
Detection of antibiotic-related genes from bacterial biocontrol agents with polymerase chain reaction.,16699573,"Pseudomonas chlororaphis PA23, Pseudomonas spp. strain DF41, and Bacillus amyloliquefaciens BS6 consistently inhibit infection of canola petals by Sclerotinia sclerotiorum in both greenhouse and field experiments. Bacillus thuringiensis BS8, Bacillus cereus L, and Bacillus mycoides S have shown significant inhibition against S. sclerotiorum on plate assays. The presence of antibiotic biosynthetic or self-resistance genes in these strains was investigated with polymerase chain reaction and, in one case, Southern blotting. Thirty primers were used to amplify (i) antibiotic biosythetic genes encoding phenazine-1-carboxylic acid, 2,4-diacetylphloroglucinol, pyoluteorin, and pyrrolnitrin, and (ii) the zwittermicin A self-resistance gene. Our findings revealed that the fungal antagonist P. chlororaphis PA23 contains biosynthetic genes for phenazine-1-carboxylic acid and pyrrolnitrin. Moreover, production of these compounds was confirmed by high performance liquid chromatography. Pseudomonas spp. DF41 and B. amyloliquefaciens BS6 do not appear to harbour genes for any of the antibiotics tested. Bacillus thuringiensis BS8, B. cereus L, and B. mycoides S contain the zwittermicin A self-resistance gene. This is the first report of zmaR in B. mycoides."
Biological function of the pld gene product that degrades epsilon-poly-L-lysine in Streptomyces albulus.,16568315,"Epsilon-poly-L-lysine (epsilon-PL) is one of the few naturally occurring biopolymers and is characterized by a peptide bond between the alpha-carboxyl and epsilon-amino groups. Previously, we purified and characterized the epsilon-PL-degrading enzyme (Pld) from Streptomyces albulus, which is an epsilon-PL producer, and this enzyme was expected to confer self-resistance to the epsilon-PL produced by the organism itself. The gene encoding Pld was cloned based on the N-terminal amino acid sequence determined in this study, and a sequencing analysis revealed eight open reading frames (ORFs), i.e., ORF1 to ORF8 in the flanking region surrounding the pld gene (present in ORF5). To investigate the biological function of Pld, we constructed a knockout mutant in which the pld gene is inactivated. Studies on epsilon-PL susceptibility, epsilon-PL-degrading activity, and epsilon-PL productivity demonstrated that the pld gene does play a partial role in self-resistance and that S. albulus was found to produce other epsilon-PL-degrading enzyme(s) in addition to Pld. To the best of our knowledge, this is the first report on a self-resistance gene for a biopolymer possessing antibacterial activity."
Molecular cloning and characterization of gene encoding novel puromycin-inactivating enzyme from blasticidin S-producing Streptomyces morookaensis.,16503293,"Puromycin (PM) is classified into a family of nucleoside antibiotics together with blasticidin S (BS). PM-producing Streptomyces alboniger is known to express a PM-inactivating enzyme as a self-resistance determinant, which catalyzes the acetylation of PM. We have shown that, although BS-producing Streptomyces morookaensis also produces a PM-inactivating enzyme, it catalyzes the hydrolysis of an amide linkage between the aminonucleoside and O-methyl-L-tyrosine moiety of PM. In the present study, we cloned and characterized a gene encoding PM hydrolase (PMH) from BS-producing S. morookaensis JCM4673. The nucleotide sequence analysis suggests that an open reading frame consisting of 1986 bp is a gene for PMH and encodes a protein consisting of 662 amino acids with a calculated molecular mass of 71,260 Da. The molecular mass of the recombinant PMH, which was produced using an Escherichia coli host-vector system, was the same as that of PMH purified from the JCM4673 strain. Our biochemical study of the recombinant PMH confirmed that the enzyme is an aminopeptidase with broad substrate specificity. The putative primary structure of PMH contains a Gly-X-Ser-X-Gly motif, which is commonly observed among serine proteases. In addition, the amino acid sequence of PMH displays a high similarity to that of the Streptomyces acyl-peptide hydrolase (ACPH), which is a member of the prolyl oligopeptidase (POP) family of serine proteases. Furthermore, the catalytic triad (Ser-Asp-His), which is observed in the POP family, is also present in the primary structure of PMH. These results suggest that PMH is an aminopeptidase classified into the POP family."
"Horizontal transfer of iturin A operon, itu, to Bacillus subtilis 168 and conversion into an iturin A producer.",16251307,"Iturin A and its derivatives are lipopeptide antibiotics produced by Bacillus subtilis and several closely related bacteria. Three iturin group operons (i.e., iturin A, mycosubtilin, and bacillomycin D) of those antibiotic-producing strains have been cloned and sequenced thus far, strongly implying the horizontal transfer of these operons. To examine the nature of such horizontal transfer in terms of antibiotic production, a 42-kb region of the B. subtilis RB14 genome, which contains a complete 38-kb iturin A operon, was transferred via competent cell transformation to the genome of a non-iturin A producer, B. subtilis 168, using a method based on double-crossover homologous recombination with two short landing pad sequences (LPSs) in the genome. The recombinant was positively selected by confirming the elimination of the cI repressor gene, which was localized between the two LPSs and substituted by the transferred segment. The iturin A operon-transferred strain 168 was then converted into an iturin A producer by the introduction of an sfp gene, which encodes 4'-phosphopantetheinyl transferase and is mutated in strain 168. By inserting the pleiotropic regulator degQ, the productivity of iturin A increased sevenfold and was restored to about half that of the donor strain RB14, without the transfer of additional genes, such as regulatory or self-resistance genes."
"Self-protection mechanism in D-cycloserine-producing Streptomyces lavendulae. Gene cloning, characterization, and kinetics of its alanine racemase and D-alanyl-D-alanine ligase, which are target enzymes of D-cycloserine.",15302885,"An antibiotic, D-cycloserine (DCS), inhibits the catalytic activities of alanine racemase (ALR) and d-alanyl-d-alanine ligase (DDL), which are necessary for the biosynthesis of the bacterial cell wall. In this study, we cloned both genes encoding ALR and DDL, designated alrS and ddlS, respectively, from DCS-producing Streptomyces lavendulae ATCC25233. Each gene product was purified to homogeneity and characterized. Escherichia coli, transformed with a pET vector carrying alrS or ddlS, displays higher resistance to DCS than the same host carrying the E. coli ALR- or DDL-encoded gene inserted into the pET vector. Although the S. lavendulae DDL was competitively inhibited by DCS, the K(i) value (920 microM) was obviously higher (40 approximately 100-fold) than those for E. coli DdlA (9 microM) or DdlB (27 microM). The high K(i) value of the S. lavendulae DDL suggests that the enzyme may be a self-resistance determinant in the DCS-producing microorganism. Kinetic studies for the S. lavendulae ALR suggest that the time-dependent inactivation rate of the enzyme by DCS is absolutely slower than that of the E. coli ALR. We conclude that ALR from DCS-producing S. lavendulae is also one of the self-resistance determinants."
Biosynthesis of the angiogenesis inhibitor borrelidin by Streptomyces parvulus Tü4055: cluster analysis and assignment of functions.,15112998,"The biosynthetic gene cluster for the angiogenesis inhibitor borrelidin has been cloned from Streptomyces parvulus Tü4055. Sequence analysis indicates that the macrolide ring of borrelidin is formed by a modular polyketide synthase (PKS) (borA1-A6), a result that was confirmed by disruption of borA3. The borrelidin PKS is striking because only seven rather than the nine modules expected for a nonaketide product are encoded by borA1-A6. The starter unit of the PKS has been verified as trans-cyclopentane-1,2-dicarboxylic acid (trans-1,2-CPDA), and the genes involved in its biosynthesis identified. Other genes responsible for biosynthesis of the nitrile moiety, regulation, and self-resistance were also identified."
Membrane topology of the DrrB protein of the doxorubicin transporter of Streptomyces peucetius.,15090538,"Daunorubicin and doxorubicin, two commonly used anticancer agents, are produced by the soil bacterium Streptomyces peucetius. Self-resistance to these antibiotics in S. peucetius is conferred by the drrAB locus that codes for two proteins, DrrA and DrrB. DrrA is an ATP-binding protein. It belongs to the ABC family of transporters and shares sequence and functional similarities with P-glycoprotein of cancer cells. DrrB is an integral membrane protein that might function as a transporter for the efflux of daunorubicin and doxorubicin. Together, DrrA and DrrB are believed to form an ATP-driven pump for the efflux of these drugs. The drrAB locus has been cloned, and the two proteins have been expressed in a functional form in Escherichia coli. A topological analysis of the DrrB protein was performed using gene fusion methodology. Random and site-directed fusions of the drrB gene to lacZ, phoA, or gfp reporter genes were created. Based on the fusion data, a topological model of the DrrB protein is proposed in which the protein has eight membrane-spanning domains with both the N terminus and the C terminus in the cytoplasm."
Genetics of zwittermicin a production by Bacillus cereus.,14711631,"Zwittermicin A represents a new chemical class of antibiotic and has diverse biological activities, including suppression of oomycete diseases of plants and potentiation of the insecticidal activity of Bacillus thuringiensis. To identify genes involved in zwittermicin A production, we generated 4,800 transposon mutants of B. cereus UW101C and screened them for zwittermicin A accumulation. Nine mutants did not produce detectable zwittermicin A, and one mutant produced eightfold more than the parent strain. The DNA flanking the transposon insertions in six of the nine nonproducing mutants contains significant sequence similarity to genes involved in peptide and polyketide antibiotic biosynthesis. The mutant that overproduced zwittermicin A contained a transposon insertion immediately upstream from a gene that encodes a deduced protein that is a member of the MarR family of transcriptional regulators. Three genes identified by the mutant analysis mapped to a region that was previously shown to carry the zwittermicin A self-resistance gene, zmaR, and a biosynthetic gene (E. A. Stohl, J. L. Milner, and J. Handelsman, Gene 237:403-411, 1999). Further sequencing of this region revealed genes proposed to encode zwittermicin A precursor biosynthetic enzymes, in particular, those involved in the formation of the aminomalonyl- and hydroxymalonyl-acyl carrier protein intermediates. Additionally, nonribosomal peptide synthetase (NRPS) and polyketide synthase (PKS) homologs are present, suggesting that zwittermicin A is synthesized by a mixed NRPS/PKS pathway."
Beta-glucosylation as a part of self-resistance mechanism in methymycin/pikromycin producing strain Streptomyces venezuelae.,14674753,"In our study of the biosynthesis of D-desosamine in Streptomyces venezuelae, we have cloned and sequenced the entire desosamine biosynthetic cluster. The deduced product of one of the genes, desR, in this cluster shows high sequence homology to beta-glucosidases, which catalyze the hydrolysis of the glycosidic linkages, a function not required for the biosynthesis of desosamine. Disruption of the desR gene led to the accumulation of glucosylated methymycin/neomethymycin products, all of which are biologically inactive. It is thus conceivable that methymycin/neomethymycin may be produced as inert diglycosides, and the DesR protein is responsible for transforming these antibiotics from their dormant to their active forms. This hypothesis is supported by the fact that the translated desR gene has a leader sequence characteristic of secretory proteins, allowing it to be transported through the cell membrane and hydrolyze the modified antibiotics extracellularly to activate them. Expression of desR and biochemical characterization of the purified protein confirmed the catalytic function of this enzyme as a beta-glycosidase capable of catalyzing the hydrolysis of glucosylated methymycin/neomethymycin produced by S. venezuelae. These results provide strong evidence substantiating glycosylation/deglycosylation as a likely self-resistance mechanism of S. venezuelae. However, further experiments have suggested that such a glycosylation/deglycosylation is only a secondary self-defense mechanism in S. venezuelae, whereas modification of 23S rRNA, which is the target site for methymycin and its derivatives, by PikR1 and PikR2 is a primary self-resistance mechanism. Considering that postsynthetic glycosylation is an effective means to control the biological activity of macrolide antibiotics, the availability of macrolide glycosidases, which can be used for the activation of newly formed antibiotics that have been deliberately deactivated by engineered glycosyltransferases, may be a valuable part of an overall strategy for the development of novel antibiotics using the combinatorial biosynthetic approach."
"Deciphering tuberactinomycin biosynthesis: isolation, sequencing, and annotation of the viomycin biosynthetic gene cluster.",12936980,"The tuberactinomycin antibiotics are essential components in the drug arsenal against Mycobacterium tuberculosis infections and are specifically used for the treatment of multidrug-resistant tuberculosis. These antibiotics are also being investigated for their targeting of the catalytic RNAs involved in viral replication and for the treatment of bacterial infections caused by methicillin-resistant Staphylococcus aureus strains and vancomycin-resistant enterococci. We report on the isolation, sequencing, and annotation of the biosynthetic gene cluster for one member of this antibiotic family, viomycin, from Streptomyces sp. strain ATCC 11861. This is the first gene cluster for a member of the tuberactinomycin family of antibiotics sequenced, and the information gained can be extrapolated to all members of this family. The gene cluster covers 36.3 kb of DNA and encodes 20 open reading frames that we propose are involved in the biosynthesis, regulation, export, and activation of viomycin, in addition to self-resistance to the antibiotic. These results enable us to predict the metabolic logic of tuberactinomycin production and begin steps toward the combinatorial biosynthesis of these antibiotics to complement existing chemical modification techniques to produce novel tuberactinomycin derivatives."
